customer_id,customer_name,gender,age,city,state,region,signup_date,customer_segment
CUST00307,Sneha Mukherjee,Female,32,Mysuru,Karnataka,South,2023-10-10,New
CUST00308,Sunil Chauhan,Male,38,Delhi,Delhi,North,2024-04-10,New
CUST00309,Vishal Agarwal,Male,26,Gurugram,Haryana,North,2024-09-03,New
CUST00310,Mahesh Verma,Male,37,Jaipur,Rajasthan,North,2023-09-07,New
CUST00311,Vikram Chauhan,Male,18,Nagpur,Maharashtra,West,2025-02-22,Regular
CUST00312,Kiran Patel,Male,32,Mysuru,Karnataka,South,2025-04-12,Regular
CUST00313,Sangeetha Reddy,Female,37,Ahmedabad,Gujarat,West,2025-03-18,Regular
CUST00314,Sanjay Yadav,Male,18,Chandigarh,Punjab,North,2023-05-29,New
CUST00315,Suma Rao,Female,26,Noida,Uttar Pradesh,North,2023-04-23,Premium
CUST00316,Karthik Kumar,Male,32,Nagpur,Maharashtra,West,2024-01-02,Regular
CUST00317,Priya Rao,Female,41,Delhi,Delhi,North,2023-09-29,New
CUST00318,Harish Chatterjee,Male,26,Coimbatore,Tamil Nadu,South,2024-06-22,New
CUST00319,Prakash Naidu,Male,36,Chandigarh,Punjab,North,2025-03-07,Regular
CUST00320,Naveen Subramaniam,Male,44,Lucknow,Uttar Pradesh,North,2023-08-15,Regular
CUST00321,Harish Sinha,Male,37,Kochi,Kerala,South,2025-06-06,Premium
CUST00322,Radha Agarwal,Female,30,Guwahati,Assam,East,2023-02-01,New
CUST00323,Manisha Mukherjee,Female,35,Bhubaneswar,Odisha,East,2024-03-12,Premium
CUST00324,Prakash Shetty,Male,26,Ahmedabad,Gujarat,West,2024-03-30,New
CUST00325,Rahul Desai,Male,32,Mysuru,Karnataka,South,2023-06-01,New
CUST00326,Sanjay Desai,Male,30,Thiruvananthapuram,Kerala,South,2024-10-10,Regular
CUST00327,Shalini Desai,Female,35,Surat,Gujarat,West,2024-06-27,Regular
CUST00328,Geetha Desai,Female,28,Ahmedabad,Gujarat,West,2024-03-16,New
CUST00329,Sunil Agarwal,Male,35,Chennai,Tamil Nadu,South,2024-10-28,Premium
CUST00330,Ganesh Naidu,Male,28,Bengaluru,Karnataka,South,2025-06-28,Regular
CUST00331,Swathi Chauhan,Female,39,Lucknow,Uttar Pradesh,North,2024-04-09,Regular
CUST00332,Bhavana Nair,Female,29,Kochi,Kerala,South,2023-11-17,Regular
CUST00333,Preethi Menon,Female,18,Chandigarh,Punjab,North,2024-01-19,New
CUST00334,Divya Iyer,Female,22,Gurugram,Haryana,North,2025-05-01,New
CUST00335,Ganesh Nair,Male,32,Surat,Gujarat,West,2025-02-01,Premium
CUST00336,Suma Reddy,Female,47,Kolkata,West Bengal,East,2024-07-23,New
CUST00337,Preethi Nair,Female,39,Kolkata,West Bengal,East,2024-02-25,Regular
CUST00338,Manisha Ghosh,Female,18,Chennai,Tamil Nadu,South,2025-01-08,New
CUST00339,Neha Pillai,Female,18,Nagpur,Maharashtra,West,2023-12-27,New
CUST00340,Karthik Bhat,Male,42,Kochi,Kerala,South,2024-05-08,Regular
CUST00341,Amit Yadav,Male,37,Thiruvananthapuram,Kerala,South,2024-07-23,Regular
CUST00342,Dinesh Menon,Male,52,Kochi,Kerala,South,2024-08-10,Regular
CUST00343,Manisha Bose,Female,27,Delhi,Delhi,North,2025-02-24,Regular
CUST00344,Ashok Ghosh,Male,24,Hyderabad,Telangana,South,2024-11-04,Premium
CUST00345,Priya Rao,Female,32,Hyderabad,Telangana,South,2023-10-07,Premium
CUST00346,Kirti Verma,Female,27,Thiruvananthapuram,Kerala,South,2023-12-26,New
CUST00347,Sunil Reddy,Male,41,Nagpur,Maharashtra,West,2024-08-02,Premium
CUST00348,Divya Reddy,Female,27,Thiruvananthapuram,Kerala,South,2025-01-28,Premium
CUST00349,Vikram Kapoor,Male,29,Kochi,Kerala,South,2024-06-27,Regular
CUST00350,Kavitha Naidu,Female,23,Ahmedabad,Gujarat,West,2023-12-16,New
CUST00351,Deepa Kapoor,Female,38,Coimbatore,Tamil Nadu,South,2023-11-29,Premium
CUST00352,Arun Sharma,Male,23,Chennai,Tamil Nadu,South,2023-06-09,New
CUST00353,Gaurav Iyer,Male,35,Delhi,Delhi,North,2023-10-06,Regular
CUST00354,Sunita Desai,Female,48,Noida,Uttar Pradesh,North,2024-03-28,Regular
CUST00355,Meena Malhotra,Female,18,Chandigarh,Punjab,North,2024-06-08,New
CUST00356,Kavitha Nair,Female,45,Bhubaneswar,Odisha,East,2023-10-18,Premium
CUST00357,Geetha Bhat,Female,34,Bengaluru,Karnataka,South,2023-11-12,New
CUST00358,Deepak Desai,Male,21,Mysuru,Karnataka,South,2023-02-26,New
CUST00359,Vijay Patel,Male,32,Coimbatore,Tamil Nadu,South,2025-02-24,New
CUST00360,Deepa Verma,Female,38,Patna,Bihar,East,2023-05-03,New
CUST00361,Bhavana Chatterjee,Female,24,Mysuru,Karnataka,South,2023-06-29,New
CUST00362,Ramya Shetty,Female,36,Mysuru,Karnataka,South,2023-08-24,Regular
CUST00363,Divya Mukherjee,Female,46,Bhubaneswar,Odisha,East,2025-06-01,Premium
CUST00364,Ganesh Kumar,Male,27,Patna,Bihar,East,2024-04-15,New
CUST00365,Aishwarya Chatterjee,Female,23,Bhopal,Madhya Pradesh,Central,2024-08-10,Regular
CUST00366,Deepa Nair,Female,30,Kochi,Kerala,South,2024-02-19,New
CUST00367,Pooja Sinha,Female,32,Mysuru,Karnataka,South,2024-09-24,Regular
CUST00368,Divya Chatterjee,Female,41,Lucknow,Uttar Pradesh,North,2025-05-14,New
CUST00369,Ganesh Joshi,Male,30,Kochi,Kerala,South,2024-02-15,Regular
CUST00370,Deepak Yadav,Male,28,Mumbai,Maharashtra,West,2023-11-14,Premium
CUST00371,Lakshmi Verma,Female,22,Bengaluru,Karnataka,South,2025-03-08,New
CUST00372,Sathish Agarwal,Male,18,Patna,Bihar,East,2023-04-27,Regular
CUST00373,Arun Malhotra,Male,20,Hyderabad,Telangana,South,2023-12-24,Regular
CUST00374,Manoj Nair,Male,20,Jaipur,Rajasthan,North,2023-05-30,Regular
CUST00375,Suresh Desai,Male,29,Nagpur,Maharashtra,West,2023-06-06,Premium
CUST00376,Suresh Malhotra,Male,18,Ahmedabad,Gujarat,West,2024-10-05,Regular
CUST00377,Sangeetha Joshi,Female,18,Kolkata,West Bengal,East,2025-02-17,Regular
CUST00378,Preethi Ghosh,Female,31,Noida,Uttar Pradesh,North,2025-06-22,Regular
CUST00379,Manisha Agarwal,Female,48,Mumbai,Maharashtra,West,2023-11-20,New
CUST00380,Divya Krishnan,Female,42,Chennai,Tamil Nadu,South,2024-03-28,Premium
CUST00381,Suma Menon,Female,29,Pune,Maharashtra,West,2024-08-28,New
CUST00382,Geetha Iyer,Female,22,Raipur,Chhattisgarh,Central,2023-11-14,Regular
CUST00383,Sneha Sharma,Female,55,Pune,Maharashtra,West,2024-01-13,Regular
CUST00384,Vishal Yadav,Male,32,Hyderabad,Telangana,South,2025-05-25,New
CUST00385,Radha Joshi,Female,33,Surat,Gujarat,West,2024-07-21,Premium
CUST00386,Naveen Ghosh,Male,30,Ahmedabad,Gujarat,West,2025-04-09,Regular
CUST00387,Rahul Desai,Male,31,Mysuru,Karnataka,South,2024-05-02,Regular
CUST00388,Rohan Naidu,Male,27,Pune,Maharashtra,West,2023-04-16,Regular
CUST00389,Sathish Agarwal,Male,29,Bengaluru,Karnataka,South,2023-06-26,New
CUST00390,Nikhil Naidu,Male,45,Jaipur,Rajasthan,North,2024-03-25,Regular
CUST00391,Amit Das,Male,43,Ahmedabad,Gujarat,West,2023-10-17,Regular
CUST00392,Sangeetha Verma,Female,18,Ahmedabad,Gujarat,West,2024-11-26,Regular
CUST00393,Mahesh Agarwal,Male,19,Chennai,Tamil Nadu,South,2024-10-24,Regular
CUST00394,Rahul Nair,Male,24,Lucknow,Uttar Pradesh,North,2024-07-25,Premium
CUST00395,Deepa Menon,Female,40,Mumbai,Maharashtra,West,2025-01-11,Premium
CUST00396,Rahul Iyer,Male,43,Surat,Gujarat,West,2024-08-19,Premium
CUST00397,Praveen Das,Male,38,Mumbai,Maharashtra,West,2023-11-14,Premium
CUST00398,Kavya Desai,Female,21,Nagpur,Maharashtra,West,2024-12-26,New
CUST00399,Ramya Mukherjee,Female,27,Chennai,Tamil Nadu,South,2024-10-20,Regular
CUST00400,Gaurav Shetty,Male,36,Surat,Gujarat,West,2025-04-28,Premium
CUST00401,Vishal Bhat,Male,29,Coimbatore,Tamil Nadu,South,2024-03-09,Regular
CUST00402,Priya Das,Female,28,Thiruvananthapuram,Kerala,South,2023-11-13,New
CUST00403,Rahul Malhotra,Male,28,Chennai,Tamil Nadu,South,2024-05-12,New
CUST00404,Karthik Reddy,Male,42,Surat,Gujarat,West,2023-03-21,Regular
CUST00405,Sathish Malhotra,Male,37,Mumbai,Maharashtra,West,2024-07-06,Premium
CUST00406,Gaurav Verma,Male,29,Pune,Maharashtra,West,2025-06-16,Premium
CUST00407,Ashok Mukherjee,Male,34,Jaipur,Rajasthan,North,2023-06-07,New
CUST00408,Ravi Shetty,Male,20,Thiruvananthapuram,Kerala,South,2025-02-28,Regular
CUST00409,Harish Naidu,Male,27,Delhi,Delhi,North,2023-02-14,Regular
CUST00410,Preethi Kapoor,Female,41,Lucknow,Uttar Pradesh,North,2023-09-01,Regular
CUST00411,Sangeetha Kapoor,Female,18,Chennai,Tamil Nadu,South,2025-03-13,Regular
CUST00412,Anand Gupta,Male,37,Lucknow,Uttar Pradesh,North,2023-11-13,Regular
CUST00413,Amit Bhat,Male,18,Gurugram,Haryana,North,2024-08-07,Regular
CUST00414,Sangeetha Pillai,Female,47,Bhubaneswar,Odisha,East,2025-03-07,Regular
CUST00415,Pooja Chauhan,Female,27,Thiruvananthapuram,Kerala,South,2023-07-24,Regular
CUST00416,Sunil Menon,Male,35,Chandigarh,Punjab,North,2023-02-23,Premium
CUST00417,Manisha Das,Female,33,Jaipur,Rajasthan,North,2024-07-21,New
CUST00418,Vijay Iyer,Male,33,Mumbai,Maharashtra,West,2025-02-20,New
CUST00419,Radha Mishra,Female,34,Chennai,Tamil Nadu,South,2024-06-09,New
CUST00420,Divya Ghosh,Female,18,Delhi,Delhi,North,2023-08-16,Regular
CUST00421,Kirti Kumar,Female,33,Bhopal,Madhya Pradesh,Central,2024-02-29,New
CUST00422,Geetha Das,Female,30,Bengaluru,Karnataka,South,2023-08-30,Regular
CUST00423,Amit Gupta,Male,27,Mumbai,Maharashtra,West,2023-01-29,Regular
CUST00424,Ravi Shetty,Male,24,Kolkata,West Bengal,East,2024-10-27,Regular
CUST00425,Karthik Sharma,Male,33,Delhi,Delhi,North,2023-10-21,Regular
CUST00426,Dinesh Shetty,Male,23,Bengaluru,Karnataka,South,2024-04-25,Regular
CUST00427,Arun Iyer,Male,41,Surat,Gujarat,West,2023-01-20,Regular
CUST00428,Ravi Reddy,Male,36,Mumbai,Maharashtra,West,2024-07-15,Premium
CUST00429,Ananya Malhotra,Female,34,Mysuru,Karnataka,South,2023-10-23,Regular
CUST00430,Ananya Sharma,Female,40,Chennai,Tamil Nadu,South,2023-09-02,Regular
CUST00431,Divya Nair,Female,18,Bengaluru,Karnataka,South,2025-05-06,Regular
CUST00432,Vishal Subramaniam,Male,20,Mumbai,Maharashtra,West,2024-08-11,Regular
CUST00433,Vijay Chatterjee,Male,36,Pune,Maharashtra,West,2023-01-02,Regular
CUST00434,Lakshmi Joshi,Female,25,Mysuru,Karnataka,South,2024-03-02,New
CUST00435,Sathish Das,Male,26,Delhi,Delhi,North,2023-03-11,Regular
CUST00436,Deepak Yadav,Male,19,Noida,Uttar Pradesh,North,2024-04-26,New
CUST00437,Nithya Menon,Female,23,Mysuru,Karnataka,South,2025-02-04,New
CUST00438,Suma Iyer,Female,41,Chandigarh,Punjab,North,2023-12-20,Regular
CUST00439,Dinesh Joshi,Male,36,Hyderabad,Telangana,South,2025-01-22,Premium
CUST00440,Kavya Sharma,Female,33,Surat,Gujarat,West,2023-12-27,Regular
CUST00441,Rekha Agarwal,Female,26,Chandigarh,Punjab,North,2023-06-29,Premium
CUST00442,Vidya Krishnan,Female,33,Mysuru,Karnataka,South,2024-10-08,New
CUST00443,Vikram Shetty,Male,42,Nagpur,Maharashtra,West,2025-03-05,Regular
CUST00444,Vijay Patel,Male,25,Pune,Maharashtra,West,2023-02-14,Regular
CUST00445,Rahul Ghosh,Male,31,Coimbatore,Tamil Nadu,South,2023-11-14,Regular
CUST00446,Rekha Bose,Female,47,Jaipur,Rajasthan,North,2024-04-29,Regular
CUST00447,Dinesh Agarwal,Male,38,Kochi,Kerala,South,2023-07-15,Regular
CUST00448,Manisha Malhotra,Female,26,Coimbatore,Tamil Nadu,South,2023-02-18,Premium
CUST00449,Anitha Nair,Female,37,Noida,Uttar Pradesh,North,2025-03-29,Regular
CUST00450,Pallavi Mukherjee,Female,18,Pune,Maharashtra,West,2025-01-31,Regular
CUST00451,Swathi Rao,Female,31,Ahmedabad,Gujarat,West,2024-05-23,Premium
CUST00452,Nithya Ghosh,Female,37,Bengaluru,Karnataka,South,2025-03-27,Regular
CUST00453,Suma Iyer,Female,35,Kochi,Kerala,South,2025-01-14,Regular
CUST00454,Ganesh Desai,Male,37,Chennai,Tamil Nadu,South,2025-04-22,New
CUST00455,Swathi Nair,Female,39,Delhi,Delhi,North,2023-03-23,Regular
CUST00456,Deepa Naidu,Female,36,Chandigarh,Punjab,North,2024-09-09,Premium
CUST00457,Pooja Shetty,Female,35,Ahmedabad,Gujarat,West,2024-03-30,Regular
CUST00458,Sneha Kapoor,Female,33,Mysuru,Karnataka,South,2025-06-09,Regular
CUST00459,Anitha Agarwal,Female,22,Patna,Bihar,East,2025-03-21,New
CUST00460,Gaurav Agarwal,Male,41,Indore,Madhya Pradesh,Central,2024-02-20,Regular
CUST00461,Arjun Reddy,Male,31,Thiruvananthapuram,Kerala,South,2025-05-19,Regular
CUST00462,Sneha Reddy,Female,38,Thiruvananthapuram,Kerala,South,2023-03-10,Regular
CUST00463,Nithya Mukherjee,Female,40,Mumbai,Maharashtra,West,2024-08-03,New
CUST00464,Gaurav Naidu,Male,27,Mysuru,Karnataka,South,2024-01-15,Regular
CUST00465,Sangeetha Iyer,Female,28,Pune,Maharashtra,West,2024-08-10,New
CUST00466,Shalini Verma,Female,29,Coimbatore,Tamil Nadu,South,2024-10-27,Regular
CUST00467,Aditya Kumar,Male,43,Pune,Maharashtra,West,2025-01-23,New
CUST00468,Geetha Mukherjee,Female,23,Gurugram,Haryana,North,2024-07-29,New
CUST00469,Sangeetha Menon,Female,45,Gurugram,Haryana,North,2024-12-21,Regular
CUST00470,Ashok Pillai,Male,33,Chennai,Tamil Nadu,South,2024-12-11,Regular
CUST00471,Aditya Reddy,Male,34,Surat,Gujarat,West,2025-05-23,New
CUST00472,Pooja Mishra,Female,40,Mumbai,Maharashtra,West,2024-12-31,Regular
CUST00473,Mahesh Bhat,Male,32,Bhubaneswar,Odisha,East,2025-05-15,Regular
CUST00474,Vidya Iyer,Female,41,Kochi,Kerala,South,2024-07-17,Regular
CUST00475,Pallavi Pillai,Female,27,Chandigarh,Punjab,North,2025-05-21,New
CUST00476,Mahesh Das,Male,44,Chennai,Tamil Nadu,South,2024-06-04,Regular
CUST00477,Ramesh Sinha,Male,27,Jaipur,Rajasthan,North,2023-05-23,Regular
CUST00478,Priya Das,Female,45,Hyderabad,Telangana,South,2024-07-21,Regular
CUST00479,Radha Sinha,Female,28,Noida,Uttar Pradesh,North,2024-07-18,New
CUST00480,Vikram Pillai,Male,29,Delhi,Delhi,North,2024-02-12,Premium
CUST00481,Geetha Chatterjee,Female,22,Mumbai,Maharashtra,West,2025-02-26,Regular
CUST00482,Karthik Verma,Male,25,Mumbai,Maharashtra,West,2024-10-19,New
CUST00483,Radha Bhat,Female,31,Lucknow,Uttar Pradesh,North,2024-06-13,Regular
CUST00484,Arun Chauhan,Male,34,Coimbatore,Tamil Nadu,South,2025-03-09,Regular
CUST00485,Dinesh Reddy,Male,40,Bhubaneswar,Odisha,East,2024-03-19,Regular
CUST00486,Ravi Nair,Male,30,Chandigarh,Punjab,North,2024-06-14,New
CUST00487,Pooja Rao,Female,21,Raipur,Chhattisgarh,Central,2023-11-27,Premium
CUST00488,Amit Subramaniam,Male,35,Surat,Gujarat,West,2023-10-18,New
CUST00489,Meena Agarwal,Female,33,Mysuru,Karnataka,South,2024-07-18,Regular
CUST00490,Vishal Pillai,Male,36,Bengaluru,Karnataka,South,2024-09-21,Regular
CUST00491,Sathish Agarwal,Male,26,Surat,Gujarat,West,2023-06-22,Regular
CUST00492,Suresh Bhat,Male,27,Ahmedabad,Gujarat,West,2024-10-01,Premium
CUST00493,Rekha Ghosh,Female,26,Pune,Maharashtra,West,2024-07-31,New
CUST00494,Vikram Sharma,Male,42,Indore,Madhya Pradesh,Central,2024-10-18,Premium
CUST00495,Sowmya Patel,Female,44,Coimbatore,Tamil Nadu,South,2025-02-24,Regular
CUST00496,Neha Agarwal,Female,26,Ahmedabad,Gujarat,West,2023-02-01,Regular
CUST00497,Sowmya Pillai,Female,27,Surat,Gujarat,West,2024-05-09,Regular
CUST00498,Deepa Naidu,Female,37,Bengaluru,Karnataka,South,2023-03-16,Premium
CUST00499,Suresh Naidu,Male,45,Pune,Maharashtra,West,2024-03-01,Regular
CUST00500,Meena Verma,Female,48,Thiruvananthapuram,Kerala,South,2024-09-13,New
